s,p,random_label
http://www.w3.org/2001/XMLSchema#nonNegativeInteger,http://www.w3.org/2000/01/rdf-schema#label,0.13751483540114506
http://www.w3.org/2001/XMLSchema#string,http://www.w3.org/2000/01/rdf-schema#label,0.1960584235430315
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.8509420785205999
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.621300143324912
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.18279419518372686
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.1349601263524809
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.1562855731414391
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.7709924976414922
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.7528882905435617
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.7541399298375157
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.04317542070055247
http://dbpedia.org/ontology/BasketballLeague,http://www.w3.org/2000/01/rdf-schema#label,0.3239364822514099
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.9142427996356718
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.7523399696706331
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.7895964104133778
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.2832343443957206
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.27399948917923245
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.9303824102702619
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.9347697581782596
http://dbpedia.org/ontology/SportsLeague,http://www.w3.org/2000/01/rdf-schema#label,0.41664454527287154
http://dbpedia.org/ontology/NaturalEvent,http://www.w3.org/2000/01/rdf-schema#label,0.38633001192315786
http://dbpedia.org/ontology/NaturalEvent,http://www.w3.org/2000/01/rdf-schema#label,0.42036421372226374
http://dbpedia.org/ontology/NaturalEvent,http://www.w3.org/2000/01/rdf-schema#label,0.38880109007703967
http://dbpedia.org/ontology/NaturalEvent,http://www.w3.org/2000/01/rdf-schema#label,0.8310774513392909
http://dbpedia.org/ontology/NaturalEvent,http://www.w3.org/2000/01/rdf-schema#label,0.4419638346859066
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.44892071979400405
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.9909849969624138
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.501088384917378
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.7724321834358485
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.5708050143088323
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.6503366024222403
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.14238370373227227
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.10936814890401891
http://dbpedia.org/ontology/Event,http://www.w3.org/2000/01/rdf-schema#label,0.692627070052288
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.0769986915509202
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.19026088261562568
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.3662337019319051
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.9952837933118384
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.5552132721623572
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.5711290392178908
http://dbpedia.org/ontology/Province,http://www.w3.org/2000/01/rdf-schema#label,0.41846429472109303
http://dbpedia.org/ontology/GovernmentalAdministrativeRegion,http://www.w3.org/2000/01/rdf-schema#label,0.6907754248270662
http://dbpedia.org/ontology/GovernmentalAdministrativeRegion,http://www.w3.org/2000/01/rdf-schema#label,0.28371757741323755
http://dbpedia.org/ontology/GovernmentalAdministrativeRegion,http://www.w3.org/2000/01/rdf-schema#label,0.30189845109450053
http://dbpedia.org/ontology/GovernmentalAdministrativeRegion,http://www.w3.org/2000/01/rdf-schema#label,0.8191294896058154
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.17149648430202802
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.37485533232893486
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.3307275513520799
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.7001333820058858
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.6882347590829196
http://dbpedia.org/ontology/LunarCrater,http://www.w3.org/2000/01/rdf-schema#label,0.9830203459632172
